name,sections,max enrolment,bold info,req,year,term
HPS/H 162,1,15,maximum enrollment: 15 students,advanced hum,19,SP
HPS/H 167,1,15,maximum enrollment: 15 students,advanced hum,19,SP
H  192,1,25,seats available up to a maximum of 25 students,advanced hum,19,SP
HPS/Pl/CS 110,1,15,maximum enrollment: 15 students,advanced hum,19,SP
HPS/Pl 125,1,20,maximum enrollment: 20 students,advanced hum,19,SP
Hum/H 008B,1,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,19,SP
Hum/H 009B,1,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,19,SP
Hum/H 009C,1,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,19,SP
Hum/H 010,1,15,Attendance at the first class meeting is required.  // Maximum  enrollment: 15 students,frosh hum,19,SP
Hum/H/HPS 018,1,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,19,SP
Hum/En 024,1,15,Attendance at first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,19,SP
Hum/En 029,1,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,19,SP
Hum/Pl 041,2,30,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students per section,frosh hum,19,SP
Hum/Pl 044,2,30,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students per section,frosh hum,19,SP
Hum/VC 050,2,30,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students per section,frosh hum,19,SP
Hum114C,1,20,maximum enrollment: 20 students,advanced hum,19,SP
L/Hum 150A,1,15,taught by Dr. Hirai // maximum enrollment: 15 students,advanced hum,19,SP
L/Hum 152A,1,15,maximum enrollment: 15 students,advanced hum,19,SP
Hum174,1,20,maximum enrollment: 20 students,advanced hum,19,SP
Mu 139,1,20,maximum enrollment: 20 students,advanced hum,19,SP
Pl/CNS/NB/Bi/Ps y 161,1,18,course full and closed for enrollment,advanced hum,19,SP
VC 169,1,20,maximum enrollment: 20 students,advanced hum,19,SP
En/VC 108,1,20,maximum enrollment: 20 students,advanced hum,20,FA
En 145,1,15,maximum enrollment: 15 students,advanced hum,20,FA
En/VC 160B,1,15,maximum enrollment: 15 students,advanced hum,20,FA
En 190,1,15,maximum enrollment: 15 students,advanced hum,20,FA
H  131,1,15,maximum enrollment: 15 students,advanced hum,20,FA
H  137,1,15,maximum enrollment: 15 students,advanced hum,20,FA
H/L 142,1,15,maximum enrollment: 15 students,advanced hum,20,FA
VC/H/HPS 163,1,15,maximum enrollment: 15 students,advanced hum,20,FA
HPS/H 173,1,15,maximum enrollment: 15 students,advanced hum,20,FA
HPS/H 176,1,15,maximum enrollment: 15 students,advanced hum,20,FA
HPS/Pl 123,1,20,maximum enrollment: 20 students,advanced hum,20,FA
HPS/Pl 136,1,15,open by lottery only; see link on the REGIS home page to enter by  May 26th // maximum enrollment: 15 students,advanced hum,20,FA
HPS/Pl 138,1,15,open by lottery only; see link on the REGIS home page to enter by  May 26th // maximum enrollment: 15 students,advanced hum,20,FA
Hum/H 009B,2,30,attendance at first class is required // maximum enrollment: 15  students per section // class closed to continuing students until term start,frosh hum,20,FA
Hum/H 010,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed to continuing students until term start,frosh hum,20,FA
Hum/H 011,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed to continuing students until term start,frosh hum,20,FA
Hum/H 012,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed to continuing students until term start,frosh hum,20,FA
Hum/H/HPS 016,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed to continuing students until term start,frosh hum,20,FA
Hum/H/HPS 017,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed to continuing students until term start,frosh hum,20,FA
Hum/En 020,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed to continuing students until term start,frosh hum,20,FA
Hum/En 021,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed to continuing students until term start,frosh hum,20,FA
Hum/Pl 041,2,30,attendance at first class is required // maximum enrollment: 15  students per section // class closed - see instructor,frosh hum,20,FA
Hum/Pl 045,2,30,attendance at first class is required // maximum enrollment: 15  students per section // class closed to continuing students until term start,frosh hum,20,FA
Hum/VC 050,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed - see instructor,frosh hum,20,FA
Hum114A,1,20,maximum enrollment: 20 students (between L 114a and Hum 114a),advanced hum,20,FA
Mu 137,1,20,maximum enrollment: 20 students,advanced hum,20,FA
L/VC 109,1,15,maximum enrollment: 15 students,advanced hum,20,FA
En 111,1,15,maximum enrollment: 15 students,advanced hum,20,WI
En/VC 117,1,15,maximum enrollment: 15 students,advanced hum,20,WI
En 118,1,20,maximum enrollment: 20 students,advanced hum,20,WI
En 120,1,15,maximum enrollment: 15 students,advanced hum,20,WI
En/VC 170,1,15,maximum enrollment: 15 students,advanced hum,20,WI
H  108A,1,25,open by lottery only; see link on the REGIS home page to enter by  8am on November 18th / maximum enrollment: 25 students,advanced hum,20,WI
H  137,1,15,maximum enrollment: 15 students // first class session is mandatory,advanced hum,20,WI
H  138,1,15,maximum enrollment: 15 students // first class session is mandatory,advanced hum,20,WI
H  149,1,25,maximum enrollment: 25 students,advanced hum,20,WI
H/HPS 155A,1,15,maximum enrollment: 15 students,advanced hum,20,WI
HPS/H 166,1,15,maximum enrollment: 15 students,advanced hum,20,WI
H/HPS/VC 186,1,12,maximum enrollment: 12 students,advanced hum,20,WI
HPS/Pl/CS 110,1,15,open by lottery only; see link on the REGIS home page to enter by  8am on November 18th // maximum enrollment: 15 students,advanced hum,20,WI
HPS/Pl 128,1,15,maximum enrollment: 15 students,advanced hum,20,WI
Hum/H 002,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,20,WI
Hum/H 008A,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,20,WI
Hum/H 009B,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,20,WI
Hum/H 010,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,20,WI
Hum/H 011,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,20,WI
Hum/H/HPS 018,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,20,WI
Hum/En 020,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,20,WI
Hum/En 034,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,20,WI
Hum/Pl 039,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,20,WI
Hum/En 040,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,20,WI
Hum/Pl 043,2,30,Attendance at the first class meeting is required. // maximum  enrollment: 15 students per section,frosh hum,20,WI
Hum/VC 048,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,20,WI
Hum/VC 049,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,20,WI
Hum/VC 050,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,20,WI
Hum105B,1,,taught concurrently with L 105b,advanced hum,20,WI
Hum114B,1,20,maximum enrollment: 20 students between L 114b and Hum 114b,advanced hum,20,WI
Mu 138,1,20,maximum enrollment: 20 students,advanced hum,20,WI
Pl/CNS/NB/Bi/Ps y 161,1,14,open by application only - apply at  https://forms.gle/SCjWS1YCiVcp27NR8,advanced hum,20,WI
En 106,1,15,maximum enrollment: 15 students,advanced hum,20,SP
En 123,1,20,maximum enrollment: 20 students,advanced hum,20,SP
En 151,1,15,maximum enrollment: 15 students,advanced hum,20,SP
En/H 193,1,15,maximum enrollment: 15 students,advanced hum,20,SP
H  108B,1,25,maximum enrollment: 25 students,advanced hum,20,SP
H  132,1,15,maximum enrollment: 15 students,advanced hum,20,SP
H  152,1,20,maximum enrollment: 20 students,advanced hum,20,SP
H/HPS 155B,1,15,maximum enrollment: 15 students,advanced hum,20,SP
HPS/H 162,1,15,maximum enrollment: 15 students,advanced hum,20,SP
HPS/H 168,1,15,maximum enrollment: 15 students,advanced hum,20,SP
HPS/H 174,1,15,maximum enrollment: 15 students,advanced hum,20,SP
HPS/Pl 120,1,15,maximum enrollment: 15 students,advanced hum,20,SP
HPS/Pl 125,1,20,maximum enrollment: 20 students,advanced hum,20,SP
Hum/H 002,1,15,Attendance at first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,20,SP
Hum/H 008A,1,15,Attendance at first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,20,SP
Hum/H 009B,1,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,20,SP
Hum/H 009C,1,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,20,SP
Hum/H/HPS 018,1,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,20,SP
Hum/En 021,1,15,Attendance at first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,20,SP
Hum/En 022,1,15,Attendance at first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,20,SP
Hum/En 023,1,15,Attendance at first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,20,SP
Hum/En 026,1,15,Attendance at first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,20,SP
Hum/En 027,1,15,Attendance at first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,20,SP
Hum/Pl 041,2,30,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students per section,frosh hum,20,SP
Hum/Pl 044,1,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,20,SP
Hum114C,1,15,maximum enrollment: 15 students,advanced hum,20,SP
L/Hum 150B,1,15,taught by Dr. Hirai // maximum enrollment: 15 students,advanced hum,20,SP
L/Hum 152B,1,15,maximum enrollment: 15 students,advanced hum,20,SP
Hum174,1,10,maximum enrollment: 10 students,advanced hum,20,SP
Mu 139,1,20,maximum enrollment: 20 students,advanced hum,20,SP
Pl 185,1,15,maximum enrollment: 15 students,advanced hum,20,SP
VC 175,1,15,maximum enrollment: 15 students,advanced hum,20,SP
En 100,1,15,maximum enrollment: 15 students,advanced hum,21,FA
En/VC 110,1,15,maximum enrollment: 15 students,advanced hum,21,FA
En/VC 117,1,15,maximum enrollment: 15 students,advanced hum,21,FA
En 119,1,15,maximum enrollment: 15 students,advanced hum,21,FA
En 183,1,15,maximum enrollment: 15 students,advanced hum,21,FA
En/H 193,1,15,maximum enrollment: 15 students,advanced hum,21,FA
H  125,1,15,maximum enrollment: 15 students,advanced hum,21,FA
H  133,1,15,maximum enrollment: 15 students,advanced hum,21,FA
H  136,1,10,maximum enrollment: 10 students,advanced hum,21,FA
H  152,1,18,maximum enrollment: 18 students,advanced hum,21,FA
H/HPS 153,1,15,maximum enrollment: 15 students // attendance at first class  meeting is required,advanced hum,21,FA
HPS/H 157,1,15,maximum enrollment: 15 students // lecture tentatively planned for  M 7-10pm,advanced hum,21,FA
HPS/H 176,1,18,maximum enrollment: 18 students,advanced hum,21,FA
HPS/Pl 136,1,13,open by lottery only; see link on the REGIS home page to enter by  May 19th // maximum enrollment: 13 students,advanced hum,21,FA
HPS/Pl 139,1,15,open by lottery only; see link on the REGIS home page to enter by  May 19th // maximum enrollment: 15 students,advanced hum,21,FA
Hum/H 002,1,13,attendance at first class is required // maximum enrollment: 13  students,frosh hum,21,FA
Hum/H 005,1,13,attendance at first class is required // maximum enrollment: 13  students,frosh hum,21,FA
Hum/H 010,1,13,attendance at first class is required // maximum enrollment: 13  students,frosh hum,21,FA
Hum/H 011,1,15,attendance at first class is required // maximum enrollment: 15  students,frosh hum,21,FA
Hum/H 013,1,13,attendance at first class is required // maximum enrollment: 13  students,frosh hum,21,FA
Hum/H/HPS 014,1,13,attendance at first class is required // maximum enrollment: 13  students,frosh hum,21,FA
Hum/H/HPS 016,1,13,attendance at first class is required // maximum enrollment: 13  students,frosh hum,21,FA
Hum/En 020,1,13,attendance at first class is required // maximum enrollment: 13  students,frosh hum,21,FA
Hum/En 021,1,16,attendance at first class is required // maximum enrollment: 16  students,frosh hum,21,FA
Hum/En 024,1,13,attendance at first class is required // maximum enrollment: 13  students,frosh hum,21,FA
Hum/En 030,1,13,attendance at first class is required // maximum enrollment: 13  students // class meets TR 14:30-15:55 in 125 BAX,frosh hum,21,FA
Hum/En 031,1,15,attendance at first class is required // maximum enrollment: 15  students,frosh hum,21,FA
Hum/Pl 041,2,26,attendance at first class is required // maximum enrollment: 13  students per section,frosh hum,21,FA
Hum/Pl 045,2,13,"attendance at first class is required // maximum enrollment: 13  students in section 1, 16 students in section 2",frosh hum,21,FA
Hum/VC 048,1,15,attendance at first class is required // maximum enrollment: 15  students,frosh hum,21,FA
Hum/VC 049,1,13,attendance at first class is required // maximum enrollment: 13  students,frosh hum,21,FA
Hum/VC 050,1,13,attendance at first class is required // maximum enrollment: 13  students,frosh hum,21,FA
Hum/VC 052,1,13,Counts as a Frosh Hum // attendance at first class is required //  maximum enrollment: 13 students,frosh hum,21,FA
Hum114,1,20,maximum enrollment: 20 students (between L 114 and Hum 114),advanced hum,21,FA
Mu 137,1,20,maximum enrollment: 20 students,advanced hum,21,FA
L/VC 109,1,16,maximum enrollment: 16 students,advanced hum,21,FA
VC 130,1,15,maximum enrollment: 15 students,advanced hum,21,FA
VC 172,1,12,maximum enrollment: 12 students,advanced hum,21,FA
En 101,1,15,maximum enrollment: 15 students,advanced hum,21,WI
En 113,1,15,maximum enrollment: 15 students,advanced hum,21,WI
En 131,1,15,maximum enrollment: 15 students,advanced hum,21,WI
En 134,1,15,maximum enrollment: 15 students,advanced hum,21,WI
En 164,1,15,maximum enrollment: 15 students,advanced hum,21,WI
En 165,1,15,"maximum enrollment: 15 students // class closed, see instructor for  waitlist",advanced hum,21,WI
En/H 193,1,15,maximum enrollment: 15 students,advanced hum,21,WI
H  111,1,25,maximum enrollment: 25 students,advanced hum,21,WI
H  138,1,20,maximum enrollment: 20 students // first class session is mandatory,advanced hum,21,WI
H/HPS 154,1,15,maximum enrollment: 15 students,advanced hum,21,WI
HPS/H 158,1,15,"maximum enrollment: 15 students // class will also meet on Wed,  Jan 19, 7-10pm in Bax 128",advanced hum,21,WI
VC/H/HPS 163,1,15,maximum enrollment: 15 students,advanced hum,21,WI
HPS/H 166,1,15,maximum enrollment: 15 students,advanced hum,21,WI
HPS/H 173,1,15,maximum enrollment: 15 students,advanced hum,21,WI
HPS/Pl 120,1,15,maximum enrollment: 15 students,advanced hum,21,WI
HPS/Pl 123,1,20,maximum enrollment: 20 students,advanced hum,21,WI
Hum/H 005,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,21,WI
Hum/H 006,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,21,WI
Hum/H 010,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,21,WI
Hum/H 013,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,21,WI
Hum/H/HPS 015,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,21,WI
Hum/H/HPS 018,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,21,WI
Hum/En 020,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,21,WI
Hum/En 022,2,30,Attendance at the first class meeting is required. // maximum  enrollment: 15 students per section,frosh hum,21,WI
Hum/En 028,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,21,WI
Hum/En 034,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,21,WI
Hum/Pl 040,2,30,Attendance at the first class meeting is required. // maximum  enrollment: 15 students per section,frosh hum,21,WI
Hum/Pl 041,2,30,Attendance at the first class meeting is required. // maximum  enrollment: 15 students per section,frosh hum,21,WI
Hum/VC 051,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,21,WI
Hum105,1,,taught concurrently with L 105,advanced hum,21,WI
Hum114,1,10,taught concurrently with L 114 // maximum enrollment: 10 students,advanced hum,21,WI
Mu 138,1,25,maximum enrollment: 25 students,advanced hum,21,WI
VC 150,1,15,maximum enrollment: 15 students,advanced hum,21,WI
VC 159,1,15,"maximum enrollment: 15 students // class closed, see instructor for  waitlist",advanced hum,21,WI
VC 175,1,15,"maximum enrollment: 15 students // class closed, see instructor for  waitlist",advanced hum,21,WI
En 107,1,15,maximum enrollment: 15 students,advanced hum,21,SP
En 112,1,15,maximum enrollment: 15 students,advanced hum,21,SP
En 122,1,15,maximum enrollment: 15 students,advanced hum,21,SP
En/VC 129,1,15,maximum enrollment: 15 students,advanced hum,21,SP
En 132,1,15,maximum enrollment: 15 students,advanced hum,21,SP
En 140,1,15,maximum enrollment: 15 students,advanced hum,21,SP
En/VC 161,1,15,"maximum enrollment: 15 students // class closed, see instructor for  waitlist",advanced hum,21,SP
VC/H 102,1,15,maximum enrollment: 15 students // priority given to VC and H  minors,advanced hum,21,SP
H  109,1,25,maximum enrollment: 25 students,advanced hum,21,SP
H/HPS 130,1,15,maximum enrollment: 15 students,advanced hum,21,SP
H  134,1,15,maximum enrollment: 15 students,advanced hum,21,SP
H  135,1,15,maximum enrollment: 15 students,advanced hum,21,SP
H  149,1,15,maximum enrollment: 15 students,advanced hum,21,SP
H/HPS 155,1,15,maximum enrollment: 15 students,advanced hum,21,SP
HPS/H 160,2,30,maximum enrollment: 15 students per section,advanced hum,21,SP
HPS/H 162,1,15,maximum enrollment: 15 students,advanced hum,21,SP
HPS/H 167,1,15,maximum enrollment: 15 students,advanced hum,21,SP
HPS/H 174,1,15,maximum enrollment: 15 students // class will meet in 106 SPL on  April 5th,advanced hum,21,SP
HPS/Pl 125,1,15,maximum enrollment: 15 students,advanced hum,21,SP
Hum/H 002,1,12,Attendance at first class meeting is required. // Maximum  enrollment: 12 students,frosh hum,21,SP
Hum/H 004,1,15,Attendance at first class meeting is required. // maximum  enrollment: 15 students,frosh hum,21,SP
Hum/H 006,1,15,Attendance at first class meeting is required. // maximum  enrollment: 15 students,frosh hum,21,SP
Hum/H 011,1,15,Attendance at first class meeting is required. // maximum  enrollment: 15 students,frosh hum,21,SP
Hum/H/HPS 015,1,15,Attendance at first class meeting is required. // maximum  enrollment: 15 students,frosh hum,21,SP
Hum/H/HPS 018,1,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,21,SP
Hum/En 021,1,15,Attendance at first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,21,SP
Hum/En 023,1,15,Attendance at first class meeting is required. // Maximum  enrollment: 15 students // class will meet in SFL 328 on April 21st,frosh hum,21,SP
Hum/En 036,2,30,Attendance at first class meeting is required. // maximum  enrollment: 15 students per section,frosh hum,21,SP
Hum/Pl 039,1,15,Attendance at first class meeting is required. // maximum  enrollment: 15 students,frosh hum,21,SP
Hum/Pl 044,2,30,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students per section,frosh hum,21,SP
Hum/VC 050,1,15,Attendance at first class meeting is required. // maximum  enrollment: 15 students // class closed - see instructor for waitlist,frosh hum,21,SP
Hum114,1,10,maximum enrollment: 10 students // taught concurrently with L 114,advanced hum,21,SP
L/Hum 150,1,15,maximum enrollment: 15 students,advanced hum,21,SP
L/Hum 152,1,15,maximum enrollment: 15 students,advanced hum,21,SP
Hum174,1,10,maximum enrollment: 10 students // taught concurrently with L 174,advanced hum,21,SP
Mu 139,1,25,maximum enrollment: 25 students,advanced hum,21,SP
VC 171,1,15,maximum enrollment: 15 students,advanced hum,21,SP
En 133,1,25,maximum enrollment: 25 students,advanced hum,22,FA
En 134,1,15,maximum enrollment: 15 students,advanced hum,22,FA
En/VC 172,1,15,"maximum enrollment: 15 students // class closed, contact instructor  for waitlist",advanced hum,22,FA
En 186,1,15,maximum enrollment: 15 students,advanced hum,22,FA
H  124,1,20,maximum enrollment: 20 students,advanced hum,22,FA
H  133,1,15,maximum enrollment: 15 students,advanced hum,22,FA
H  138,2,30,maximum enrollment: 15 students per section,advanced hum,22,FA
HPS/H 173,1,15,"maximum enrollment: 15 students // class full, contact instructor for waitlist",advanced hum,22,FA
HPS/H 176,1,18,maximum enrollment: 18 students,advanced hum,22,FA
HPS/Pl 123,1,15,maximum enrollment: 15 students,advanced hum,22,FA
HPS/Pl 125,1,15,maximum enrollment: 15 students,advanced hum,22,FA
HPS/Pl 136,1,15,open by lottery only; see link on the REGIS home page to enter by  May 18th // maximum enrollment: 15 students,advanced hum,22,FA
Hum/H 001,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed to continuing students until term start,frosh hum,22,FA
Hum/H/HPS 016,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed to continuing students until term start,frosh hum,22,FA
Hum/En 030,1,15,Class meets TR 2:30-3:55pm in ANB 314 // attendance at first class  is required/ maximum enrollment: 15 students // class closed - see  instructor for waitlist,frosh hum,22,FA
Hum/En 035,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed to continuing students until term start,frosh hum,22,FA
Hum/Pl 040,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed to continuing students until term start,frosh hum,22,FA
Hum/Pl 041,2,30,attendance at first class is required // maximum enrollment: 15  students per section // class closed - see instructor for waitlist,frosh hum,22,FA
Hum/Pl 045,2,30,attendance at first class is required // maximum enrollment: 15  students per section // class closed to continuing students until term start,frosh hum,22,FA
Hum/VC 050,1,15,attendance at first class is required // maximum enrollment: 15  students // class closed - see instructor for waitlist,frosh hum,22,FA
Hum115A,1,10,maximum enrollment: 10 students // taught concurrently with L   115A,advanced hum,22,FA
Mu 138,1,15,maximum enrollment: 15 students,advanced hum,22,FA
L/VC 109,1,15,maximum enrollment: 15 students,advanced hum,22,FA
En 101,1,15,"maximum enrollment: 15 students // class full, see instructor for  waitlist",advanced hum,22,WI
En 115,1,15,maximum enrollment: 15 students,advanced hum,22,WI
En 131,1,15,maximum enrollment: 15 students,advanced hum,22,WI
En 164,1,10,"maximum enrollment: 10 students // class closed, see instructor for  waitlist",advanced hum,22,WI
En 180,1,15,maximum enrollment: 15 students,advanced hum,22,WI
En/H 193,1,15,"maximum enrollment: 15 students // class full, see instructor for  waitlist",advanced hum,22,WI
H  107,1,25,maximum enrollment: 25 students,advanced hum,22,WI
H/HPS 130,1,15,maximum enrollment: 15 students,advanced hum,22,WI
H  134,1,15,maximum enrollment: 15 students,advanced hum,22,WI
H/HPS 154,1,15,maximum enrollment: 15 students,advanced hum,22,WI
H  161,1,15,maximum enrollment: 15 students,advanced hum,22,WI
HPS/H 166,1,15,maximum enrollment: 15 students,advanced hum,22,WI
HPS/H 168,1,15,maximum enrollment: 15 students,advanced hum,22,WI
HPS/H 174,1,15,"maximum enrollment: 15 students // class full, see instructor for  waitlist",advanced hum,22,WI
HPS/H 176,1,18,maximum enrollment: 18 students,advanced hum,22,WI
HPS/Pl/CS 110,1,15,"class full, see instructor for waitlist // maximum enrollment: 15  students",advanced hum,22,WI
HPS/Pl 124,1,15,maximum enrollment: 15 students,advanced hum,22,WI
HPS/Pl 139,1,15,open by lottery only; see link on the REGIS home page to enter by  Nov 16th // maximum enrollment: 15 students,advanced hum,22,WI
Hum/H 001,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,22,WI
Hum/H 008,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,22,WI
Hum/H 013,1,15,"Attendance at the first class meeting is required. // maximum  enrollment: 15 students // class full, see instructor for waitlist",frosh hum,22,WI
Hum/H/HPS 014,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,22,WI
Hum/H/HPS 015,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,22,WI
Hum/H/HPS 018,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,22,WI
Hum/En 021,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,22,WI
Hum/En 031,1,10,"Attendance at the first class meeting is required. // maximum  enrollment: 10 students // class closed, see instructor for waitlist",frosh hum,22,WI
Hum/En 035,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,22,WI
Hum/En 036,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,22,WI
Hum/Pl 040,1,15,Attendance at the first class meeting is required. // maximum  enrollment: 15 students,frosh hum,22,WI
Hum115B,1,15,maximum enrollment: 15 students // taught concurrently with L  115B,advanced hum,22,WI
Hum116,1,15,maximum entollment: 15 students // taught concurrently with L 116,advanced hum,22,WI
Mu 139,1,15,maximum enrollment: 15 students,advanced hum,22,WI
Pl 100,1,15,maximum enrollment: 15 students // class will meet in CNRB 240A  on 1/17/23,advanced hum,22,WI
Pl/CNS/NB/Bi/Ps y 167,1,20,"open by application only, apply at http://registrar.caltech.edu/PL167 by Nov 16th // maximum enrollment: 20 students",advanced hum,22,WI
En 100,1,15,"maximum enrollment: 15 students // class full, see instructor for  waitlist",advanced hum,22,SP
En 112,1,15,maximum enrollment: 15 students,advanced hum,22,SP
En/VC 160A,1,15,"maximum enrollment: 15 students // class full, see instructor for  waitlist",advanced hum,22,SP
En 163,1,10,maximum enrollment: 10 students // email instructor to request  enrollment,advanced hum,22,SP
H  108,1,25,maximum enrollment: 25 students,advanced hum,22,SP
HPS/H 157,1,15,maximum enrollment: 15 students,advanced hum,22,SP
HPS/H 162,1,15,maximum enrollment: 15 students,advanced hum,22,SP
HPS/H 169,1,15,maximum enrollment: 15 students,advanced hum,22,SP
Hum/H 003,1,15,Attendance at first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,22,SP
Hum/H 008,1,15,Attendance at first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,22,SP
Hum/H/HPS 015,1,15,"Attendance at first class meeting is required. // maximum  enrollment: 15 students // class full, see instructor for waitlist",frosh hum,22,SP
Hum/H/HPS 017,1,15,"Attendance at first class meeting is required. // Maximum  enrollment: 15 students // class full, see instructor for waitlist",frosh hum,22,SP
Hum/H/HPS 018,1,15,Attendance at the first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,22,SP
Hum/En 021,1,15,Attendance at first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,22,SP
Hum/En 022,2,30,Attendance at first class meeting is required. // Maximum  enrollment: 15 students per section,frosh hum,22,SP
Hum/En 025,1,15,"Attendance at first class meeting is required. // Maximum  enrollment: 15 students // class full, see instructor for waitlist",frosh hum,22,SP
Hum/En 032,1,10,Attendance at first class meeting is required. // Maximum  enrollment: 10 students,frosh hum,22,SP
Hum/Pl 041,2,30,Attendance at first class meeting is required. // Maximum  enrollment: 15 students per section,frosh hum,22,SP
Hum/VC 050,1,15,"Attendance at first class meeting is required. // maximum  enrollment: 15 students  // class full, see instructor for waitlist",frosh hum,22,SP
Hum/VC 052,1,15,Attendance at first class meeting is required. // Maximum  enrollment: 15 students,frosh hum,22,SP
Hum115C,1,15,maximum enrollment: 15 students // taught concurrently with L  115c,advanced hum,22,SP
L/Hum 151,1,20,Taught by Dr. Hirai // maximum enrollment: 20 students,advanced hum,22,SP
L/Hum 154,1,15,maximum enrollment: 15 students,advanced hum,22,SP
Hum174,1,15,maximum enrollment: 15 students // taught concurrently with L 174,advanced hum,22,SP
Mu 137,1,15,maximum enrollment: 15 students,advanced hum,22,SP
Mu 150,1,15,maximum enrollment: 15 students,advanced hum,22,SP
VC 159,1,15,maximum enrollment: 15 students,advanced hum,22,SP
VC 169,1,15,maximum enrollment: 15 students,advanced hum,22,SP
En 118,1,25,max enrollment: 25 students,advanced hum,23,FA
